Forecast_HourDK,Forecast_MWh
2025-11-04 01:00:00,2.613832
2025-11-04 02:00:00,2.150213
2025-11-04 03:00:00,0.555607
2025-11-04 04:00:00,2.710811
2025-11-04 05:00:00,4.020719
2025-11-04 06:00:00,3.068187
2025-11-04 07:00:00,4.134516
2025-11-04 08:00:00,14.05673
2025-11-04 09:00:00,176.70541500000002
2025-11-04 10:00:00,524.993844
2025-11-04 11:00:00,771.278991
2025-11-04 12:00:00,783.3063589999999
2025-11-04 13:00:00,565.93755
2025-11-04 14:00:00,250.66300999999999
2025-11-04 15:00:00,132.580763
2025-11-04 16:00:00,51.37923
2025-11-04 17:00:00,13.313146000000001
2025-11-04 18:00:00,11.114728
2025-11-04 19:00:00,11.675472000000001
2025-11-04 20:00:00,12.48793
2025-11-04 21:00:00,12.284181
2025-11-04 22:00:00,12.363455
2025-11-04 23:00:00,11.881026
