Forecast_HourDK,Forecast_MWh
2026-04-07 01:00:00,13.94979
2026-04-07 02:00:00,14.984873
2026-04-07 03:00:00,15.037632
2026-04-07 04:00:00,15.041737
2026-04-07 05:00:00,15.050782000000002
2026-04-07 06:00:00,15.036531
2026-04-07 07:00:00,18.374675
2026-04-07 08:00:00,122.675816
2026-04-07 09:00:00,284.549162
2026-04-07 10:00:00,464.248368
2026-04-07 11:00:00,650.6899490000001
2026-04-07 12:00:00,984.8397600000001
2026-04-07 13:00:00,1027.123777
2026-04-07 14:00:00,995.509299
2026-04-07 15:00:00,964.23775
2026-04-07 16:00:00,920.895492
2026-04-07 17:00:00,882.707352
2026-04-07 18:00:00,763.5597479999999
2026-04-07 19:00:00,548.3870049999999
2026-04-07 20:00:00,141.45658
2026-04-07 21:00:00,14.872136
2026-04-07 22:00:00,10.894731
2026-04-07 23:00:00,9.084876999999999
