Forecast_HourDK,Forecast_MWh
2025-05-01 01:00:00,0.639388
2025-05-01 02:00:00,0.657059
2025-05-01 03:00:00,0.541411
2025-05-01 04:00:00,0.332443
2025-05-01 05:00:00,0.336519
2025-05-01 06:00:00,1.584909
2025-05-01 07:00:00,70.815828
2025-05-01 08:00:00,263.508866
2025-05-01 09:00:00,602.635311
2025-05-01 10:00:00,1157.269745
2025-05-01 11:00:00,1732.882996
2025-05-01 12:00:00,1738.152
2025-05-01 13:00:00,2006.7269999999999
2025-05-01 14:00:00,2074.591
2025-05-01 15:00:00,2038.6530000000002
2025-05-01 16:00:00,1842.609
2025-05-01 17:00:00,1849.396817
2025-05-01 18:00:00,1347.681669
2025-05-01 19:00:00,789.94874
2025-05-01 20:00:00,292.800273
2025-05-01 21:00:00,55.022272
2025-05-01 22:00:00,2.066407
2025-05-01 23:00:00,1.808813
