Forecast_HourDK,Forecast_MWh
2024-10-14 01:00:00,0.259796
2024-10-14 02:00:00,0.296722
2024-10-14 03:00:00,0.241629
2024-10-14 04:00:00,0.228617
2024-10-14 05:00:00,0.224438
2024-10-14 06:00:00,0.20311
2024-10-14 07:00:00,0.233206
2024-10-14 08:00:00,0.276674
2024-10-14 09:00:00,38.334642
2024-10-14 10:00:00,267.237453
2024-10-14 11:00:00,655.400302
2024-10-14 12:00:00,993.692276
2024-10-14 13:00:00,1102.481132
2024-10-14 14:00:00,994.994853
2024-10-14 15:00:00,853.106305
2024-10-14 16:00:00,598.230151
2024-10-14 17:00:00,265.694
2024-10-14 18:00:00,94.877389
2024-10-14 19:00:00,5.471456
2024-10-14 20:00:00,0.513271
2024-10-14 21:00:00,0.445545
2024-10-14 22:00:00,0.385287
2024-10-14 23:00:00,0.302265
