Forecast_HourDK,Forecast_MWh
2024-11-11 01:00:00,0.144531
2024-11-11 02:00:00,0.138957
2024-11-11 03:00:00,0.082523
2024-11-11 04:00:00,0.133584
2024-11-11 05:00:00,0.124921
2024-11-11 06:00:00,0.149861
2024-11-11 07:00:00,0.187632
2024-11-11 08:00:00,0.18664
2024-11-11 09:00:00,8.571989
2024-11-11 10:00:00,43.960473
2024-11-11 11:00:00,82.407395
2024-11-11 12:00:00,102.140759
2024-11-11 13:00:00,110.591993
2024-11-11 14:00:00,109.717463
2024-11-11 15:00:00,75.102361
2024-11-11 16:00:00,27.381
2024-11-11 17:00:00,1.271132
2024-11-11 18:00:00,0.395225
2024-11-11 19:00:00,0.302554
2024-11-11 20:00:00,0.240474
2024-11-11 21:00:00,0.24333
2024-11-11 22:00:00,0.156282
2024-11-11 23:00:00,0.177756
