Forecast_HourDK,Forecast_MWh
2025-08-26 01:00:00,7.150868
2025-08-26 02:00:00,5.962928
2025-08-26 03:00:00,7.401218
2025-08-26 04:00:00,8.072516
2025-08-26 05:00:00,8.113361
2025-08-26 06:00:00,8.284171
2025-08-26 07:00:00,26.051078
2025-08-26 08:00:00,156.838059
2025-08-26 09:00:00,427.02706
2025-08-26 10:00:00,840.194474
2025-08-26 11:00:00,1457.535687
2025-08-26 12:00:00,1949.364964
2025-08-26 13:00:00,2142.66873
2025-08-26 14:00:00,2080.401
2025-08-26 15:00:00,2028.665
2025-08-26 16:00:00,1897.265096
2025-08-26 17:00:00,1672.436228
2025-08-26 18:00:00,1271.753753
2025-08-26 19:00:00,628.110229
2025-08-26 20:00:00,177.488183
2025-08-26 21:00:00,18.122998
2025-08-26 22:00:00,1.939824
2025-08-26 23:00:00,1.11174
