Forecast_HourDK,Forecast_MWh
2025-05-12 01:00:00,0.555461
2025-05-12 02:00:00,0.403128
2025-05-12 03:00:00,0.356773
2025-05-12 04:00:00,0.51596
2025-05-12 05:00:00,0.363721
2025-05-12 06:00:00,9.794064
2025-05-12 07:00:00,93.020679
2025-05-12 08:00:00,315.325789
2025-05-12 09:00:00,678.642494
2025-05-12 10:00:00,1053.977283
2025-05-12 11:00:00,1462.795124
2025-05-12 12:00:00,1681.241
2025-05-12 13:00:00,1871.799
2025-05-12 14:00:00,1935.6499999999999
2025-05-12 15:00:00,1864.3990000000001
2025-05-12 16:00:00,1657.19
2025-05-12 17:00:00,1438.854
2025-05-12 18:00:00,1152.891622
2025-05-12 19:00:00,891.011239
2025-05-12 20:00:00,355.393014
2025-05-12 21:00:00,76.918775
2025-05-12 22:00:00,6.145733
2025-05-12 23:00:00,1.852588
