Forecast_HourDK,Forecast_MWh
2025-01-08 01:00:00,0.259436
2025-01-08 02:00:00,0.246514
2025-01-08 03:00:00,0.239942
2025-01-08 04:00:00,0.280948
2025-01-08 05:00:00,0.312465
2025-01-08 06:00:00,0.356793
2025-01-08 07:00:00,0.474325
2025-01-08 08:00:00,0.552146
2025-01-08 09:00:00,0.989985
2025-01-08 10:00:00,24.756271
2025-01-08 11:00:00,107.485
2025-01-08 12:00:00,186.43900000000002
2025-01-08 13:00:00,289.31721
2025-01-08 14:00:00,283.81
2025-01-08 15:00:00,162.441
2025-01-08 16:00:00,39.776751
2025-01-08 17:00:00,1.320224
2025-01-08 18:00:00,0.682281
2025-01-08 19:00:00,0.631477
2025-01-08 20:00:00,0.561692
2025-01-08 21:00:00,0.459638
2025-01-08 22:00:00,0.416119
2025-01-08 23:00:00,0.386985
