Forecast_HourDK,Forecast_MWh
2026-03-03 01:00:00,9.096636
2026-03-03 02:00:00,6.650147
2026-03-03 03:00:00,6.914069
2026-03-03 04:00:00,5.419436999999999
2026-03-03 05:00:00,4.562783
2026-03-03 06:00:00,4.3980060000000005
2026-03-03 07:00:00,16.471474999999998
2026-03-03 08:00:00,56.779596
2026-03-03 09:00:00,160.34700899999999
2026-03-03 10:00:00,514.386027
2026-03-03 11:00:00,922.482167
2026-03-03 12:00:00,1229.308139
2026-03-03 13:00:00,1456.4330300000001
2026-03-03 14:00:00,1402.6017619999998
2026-03-03 15:00:00,1430.749972
2026-03-03 16:00:00,869.10724
2026-03-03 17:00:00,398.732668
2026-03-03 18:00:00,111.73586300000001
2026-03-03 19:00:00,64.038748
2026-03-03 20:00:00,60.338873
2026-03-03 21:00:00,34.100888
2026-03-03 22:00:00,7.884264
2026-03-03 23:00:00,12.709919999999999
