Forecast_HourDK,Forecast_MWh
2025-04-20 01:00:00,2.054056
2025-04-20 02:00:00,1.712245
2025-04-20 03:00:00,1.29339
2025-04-20 04:00:00,1.275076
2025-04-20 05:00:00,2.86205
2025-04-20 06:00:00,1.168487
2025-04-20 07:00:00,10.698675
2025-04-20 08:00:00,84.02957
2025-04-20 09:00:00,199.256167
2025-04-20 10:00:00,299.345794
2025-04-20 11:00:00,336.614721
2025-04-20 12:00:00,335.959106
2025-04-20 13:00:00,274.249046
2025-04-20 14:00:00,295.682
2025-04-20 15:00:00,292.33
2025-04-20 16:00:00,214.345
2025-04-20 17:00:00,146.119461
2025-04-20 18:00:00,123.218183
2025-04-20 19:00:00,70.234286
2025-04-20 20:00:00,27.681243
2025-04-20 21:00:00,11.924667
2025-04-20 22:00:00,10.378941
2025-04-20 23:00:00,10.057075
