Forecast_HourDK,Forecast_MWh
2024-12-28 01:00:00,0.801716
2024-12-28 02:00:00,0.520455
2024-12-28 03:00:00,0.135686
2024-12-28 04:00:00,0.133054
2024-12-28 05:00:00,0.235569
2024-12-28 06:00:00,1.161615
2024-12-28 07:00:00,0.315228
2024-12-28 08:00:00,0.462491
2024-12-28 09:00:00,0.418102
2024-12-28 10:00:00,18.552264
2024-12-28 11:00:00,58.009072
2024-12-28 12:00:00,89.356281
2024-12-28 13:00:00,87.470457
2024-12-28 14:00:00,63.748596
2024-12-28 15:00:00,37.997584
2024-12-28 16:00:00,11.675011
2024-12-28 17:00:00,3.681129
2024-12-28 18:00:00,3.213989
2024-12-28 19:00:00,1.276529
2024-12-28 20:00:00,1.248153
2024-12-28 21:00:00,0.885872
2024-12-28 22:00:00,4.59235
2024-12-28 23:00:00,1.33683
