Forecast_HourDK,Forecast_MWh
2025-05-17 01:00:00,2.344918
2025-05-17 02:00:00,2.422785
2025-05-17 03:00:00,2.58058
2025-05-17 04:00:00,2.424941
2025-05-17 05:00:00,1.273166
2025-05-17 06:00:00,27.173547
2025-05-17 07:00:00,168.247801
2025-05-17 08:00:00,548.856525
2025-05-17 09:00:00,1161.734657
2025-05-17 10:00:00,1681.371458
2025-05-17 11:00:00,1945.395492
2025-05-17 12:00:00,1810.617
2025-05-17 13:00:00,1998.385
2025-05-17 14:00:00,2123.758
2025-05-17 15:00:00,2098.971
2025-05-17 16:00:00,1963.655
2025-05-17 17:00:00,1685.537
2025-05-17 18:00:00,1599.873543
2025-05-17 19:00:00,1014.600235
2025-05-17 20:00:00,413.671647
2025-05-17 21:00:00,110.922721
2025-05-17 22:00:00,15.018727
2025-05-17 23:00:00,4.510125
