Forecast_HourDK,Forecast_MWh
2025-11-19 01:00:00,6.630269
2025-11-19 02:00:00,7.896771
2025-11-19 03:00:00,7.7878099999999995
2025-11-19 04:00:00,8.039893000000001
2025-11-19 05:00:00,5.941574999999999
2025-11-19 06:00:00,8.462704
2025-11-19 07:00:00,6.9283090000000005
2025-11-19 08:00:00,4.348902
2025-11-19 09:00:00,49.656731
2025-11-19 10:00:00,203.914112
2025-11-19 11:00:00,326.568839
2025-11-19 12:00:00,443.037958
2025-11-19 13:00:00,515.440945
2025-11-19 14:00:00,456.778731
2025-11-19 15:00:00,286.998255
2025-11-19 16:00:00,76.869805
2025-11-19 17:00:00,4.513747
2025-11-19 18:00:00,3.075724
2025-11-19 19:00:00,1.926874
2025-11-19 20:00:00,0.952964
2025-11-19 21:00:00,0.494286
2025-11-19 22:00:00,0.295916
2025-11-19 23:00:00,0.56965
