Forecast_HourDK,Forecast_MWh
2025-07-15 01:00:00,2.982884
2025-07-15 02:00:00,1.902632
2025-07-15 03:00:00,1.861578
2025-07-15 04:00:00,1.772011
2025-07-15 05:00:00,2.280744
2025-07-15 06:00:00,40.450139
2025-07-15 07:00:00,184.453533
2025-07-15 08:00:00,493.325493
2025-07-15 09:00:00,885.315214
2025-07-15 10:00:00,1161.108122
2025-07-15 11:00:00,1513.491723
2025-07-15 12:00:00,1870.526119
2025-07-15 13:00:00,1919.169478
2025-07-15 14:00:00,2011.77229
2025-07-15 15:00:00,1913.194493
2025-07-15 16:00:00,1724.994853
2025-07-15 17:00:00,1410.876942
2025-07-15 18:00:00,995.217686
2025-07-15 19:00:00,663.628594
2025-07-15 20:00:00,439.929194
2025-07-15 21:00:00,154.046694
2025-07-15 22:00:00,35.441737
2025-07-15 23:00:00,1.294601
