Forecast_HourDK,Forecast_MWh
2025-09-20 01:00:00,0.703149
2025-09-20 02:00:00,0.751059
2025-09-20 03:00:00,0.696449
2025-09-20 04:00:00,0.728525
2025-09-20 05:00:00,0.732722
2025-09-20 06:00:00,0.662643
2025-09-20 07:00:00,1.669595
2025-09-20 08:00:00,42.240466
2025-09-20 09:00:00,207.471306
2025-09-20 10:00:00,425.720267
2025-09-20 11:00:00,768.66284
2025-09-20 12:00:00,887.395351
2025-09-20 13:00:00,865.702
2025-09-20 14:00:00,741.63
2025-09-20 15:00:00,685.907
2025-09-20 16:00:00,617.6329999999999
2025-09-20 17:00:00,534.196055
2025-09-20 18:00:00,329.71299999999997
2025-09-20 19:00:00,99.06700000000001
2025-09-20 20:00:00,12.539608
2025-09-20 21:00:00,8.694365
2025-09-20 22:00:00,4.771829
2025-09-20 23:00:00,3.909462
