Forecast_HourDK,Forecast_MWh
2025-09-05 01:00:00,9.640363
2025-09-05 02:00:00,10.375076
2025-09-05 03:00:00,9.926676
2025-09-05 04:00:00,9.921688
2025-09-05 05:00:00,10.084649
2025-09-05 06:00:00,8.048306
2025-09-05 07:00:00,12.648858
2025-09-05 08:00:00,143.447182
2025-09-05 09:00:00,437.526661
2025-09-05 10:00:00,829.689857
2025-09-05 11:00:00,1114.001246
2025-09-05 12:00:00,1215.023726
2025-09-05 13:00:00,1463.214
2025-09-05 14:00:00,1507.475
2025-09-05 15:00:00,1398.444
2025-09-05 16:00:00,1262.291
2025-09-05 17:00:00,1084.874264
2025-09-05 18:00:00,647.519466
2025-09-05 19:00:00,270.961121
2025-09-05 20:00:00,73.834131
2025-09-05 21:00:00,7.191429
2025-09-05 22:00:00,3.052269
2025-09-05 23:00:00,2.904782
