Forecast_HourDK,Forecast_MWh
2025-12-08 01:00:00,4.148410999999999
2025-12-08 02:00:00,3.978843
2025-12-08 03:00:00,3.789948
2025-12-08 04:00:00,3.446291
2025-12-08 05:00:00,3.417771
2025-12-08 06:00:00,2.770992
2025-12-08 07:00:00,1.972094
2025-12-08 08:00:00,1.3316679999999999
2025-12-08 09:00:00,2.6668819999999998
2025-12-08 10:00:00,22.813884
2025-12-08 11:00:00,55.46613
2025-12-08 12:00:00,88.02211600000001
2025-12-08 13:00:00,119.60976799999999
2025-12-08 14:00:00,92.62621999999999
2025-12-08 15:00:00,58.738696
2025-12-08 16:00:00,9.350326
2025-12-08 17:00:00,1.925719
2025-12-08 18:00:00,2.064553
2025-12-08 19:00:00,2.3686900000000004
2025-12-08 20:00:00,2.879922
2025-12-08 21:00:00,4.085584
2025-12-08 22:00:00,4.7343399999999995
2025-12-08 23:00:00,4.463312999999999
