Forecast_HourDK,Forecast_MWh
2025-05-26 01:00:00,10.488437
2025-05-26 02:00:00,9.878621
2025-05-26 03:00:00,7.775457
2025-05-26 04:00:00,5.146495
2025-05-26 05:00:00,3.600161
2025-05-26 06:00:00,6.731985
2025-05-26 07:00:00,38.705
2025-05-26 08:00:00,94.559
2025-05-26 09:00:00,169.121
2025-05-26 10:00:00,228.022
2025-05-26 11:00:00,336.302
2025-05-26 12:00:00,460.385
2025-05-26 13:00:00,541.6859999999999
2025-05-26 14:00:00,542.082
2025-05-26 15:00:00,490.074
2025-05-26 16:00:00,493.195
2025-05-26 17:00:00,632.027
2025-05-26 18:00:00,554.405
2025-05-26 19:00:00,356.05899999999997
2025-05-26 20:00:00,197.73
2025-05-26 21:00:00,81.638
2025-05-26 22:00:00,15.096634
2025-05-26 23:00:00,4.953237
