Forecast_HourDK,Forecast_MWh
2025-09-27 01:00:00,0.500167
2025-09-27 02:00:00,0.463116
2025-09-27 03:00:00,0.416509
2025-09-27 04:00:00,0.437601
2025-09-27 05:00:00,0.409519
2025-09-27 06:00:00,0.456542
2025-09-27 07:00:00,0.632339
2025-09-27 08:00:00,38.20291
2025-09-27 09:00:00,402.605005
2025-09-27 10:00:00,1036.814477
2025-09-27 11:00:00,1482.149557
2025-09-27 12:00:00,1621.964
2025-09-27 13:00:00,1771.008
2025-09-27 14:00:00,1826.6619999999998
2025-09-27 15:00:00,1690.481
2025-09-27 16:00:00,1429.753
2025-09-27 17:00:00,1005.3720000000001
2025-09-27 18:00:00,612.098748
2025-09-27 19:00:00,154.103768
2025-09-27 20:00:00,5.130345
2025-09-27 21:00:00,1.815684
2025-09-27 22:00:00,1.915878
2025-09-27 23:00:00,1.516754
