Forecast_HourDK,Forecast_MWh
2025-01-10 01:00:00,0.368104
2025-01-10 02:00:00,0.396477
2025-01-10 03:00:00,0.385946
2025-01-10 04:00:00,0.307983
2025-01-10 05:00:00,0.311139
2025-01-10 06:00:00,0.348466
2025-01-10 07:00:00,0.403786
2025-01-10 08:00:00,0.535343
2025-01-10 09:00:00,1.639338
2025-01-10 10:00:00,69.993
2025-01-10 11:00:00,234.861
2025-01-10 12:00:00,362.966
2025-01-10 13:00:00,461.43499999999995
2025-01-10 14:00:00,416.59400000000005
2025-01-10 15:00:00,258.15500000000003
2025-01-10 16:00:00,64.802
2025-01-10 17:00:00,1.703464
2025-01-10 18:00:00,0.739211
2025-01-10 19:00:00,0.61048
2025-01-10 20:00:00,0.467791
2025-01-10 21:00:00,0.398317
2025-01-10 22:00:00,0.377504
2025-01-10 23:00:00,0.36189
