Forecast_HourDK,Forecast_MWh
2026-03-08 01:00:00,2.221622
2026-03-08 02:00:00,1.7707119999999998
2026-03-08 03:00:00,2.047556
2026-03-08 04:00:00,1.645621
2026-03-08 05:00:00,0.837297
2026-03-08 06:00:00,1.068032
2026-03-08 07:00:00,0.804783
2026-03-08 08:00:00,27.579342
2026-03-08 09:00:00,121.37365799999999
2026-03-08 10:00:00,207.78756099999998
2026-03-08 11:00:00,314.565937
2026-03-08 12:00:00,473.806735
2026-03-08 13:00:00,700.3383369999999
2026-03-08 14:00:00,644.99909
2026-03-08 15:00:00,529.209654
2026-03-08 16:00:00,372.61132100000003
2026-03-08 17:00:00,230.196873
2026-03-08 18:00:00,86.92647500000001
2026-03-08 19:00:00,55.207851000000005
2026-03-08 20:00:00,53.672071
2026-03-08 21:00:00,35.380604
2026-03-08 22:00:00,12.282089000000001
2026-03-08 23:00:00,0.341898
