Forecast_HourDK,Forecast_MWh
2024-12-09 01:00:00,0.151578
2024-12-09 02:00:00,0.14372
2024-12-09 03:00:00,0.134969
2024-12-09 04:00:00,0.14194
2024-12-09 05:00:00,0.150013
2024-12-09 06:00:00,0.17916
2024-12-09 07:00:00,0.234144
2024-12-09 08:00:00,0.304098
2024-12-09 09:00:00,0.504128
2024-12-09 10:00:00,13.677
2024-12-09 11:00:00,48.315043
2024-12-09 12:00:00,92.234655
2024-12-09 13:00:00,109.618441
2024-12-09 14:00:00,78.07376
2024-12-09 15:00:00,40.308585
2024-12-09 16:00:00,4.886995
2024-12-09 17:00:00,0.308694
2024-12-09 18:00:00,0.431368
2024-12-09 19:00:00,0.320132
2024-12-09 20:00:00,0.276801
2024-12-09 21:00:00,0.227653
2024-12-09 22:00:00,0.193959
2024-12-09 23:00:00,0.189394
