Forecast_HourDK,Forecast_MWh
2025-01-02 01:00:00,0.284431
2025-01-02 02:00:00,0.292889
2025-01-02 03:00:00,0.264802
2025-01-02 04:00:00,0.251053
2025-01-02 05:00:00,0.26992
2025-01-02 06:00:00,0.294678
2025-01-02 07:00:00,0.339828
2025-01-02 08:00:00,0.321534
2025-01-02 09:00:00,0.318643
2025-01-02 10:00:00,2.305545
2025-01-02 11:00:00,12.024014
2025-01-02 12:00:00,24.451159
2025-01-02 13:00:00,22.917268
2025-01-02 14:00:00,20.270908
2025-01-02 15:00:00,14.722312
2025-01-02 16:00:00,5.893345
2025-01-02 17:00:00,0.458649
2025-01-02 18:00:00,0.653479
2025-01-02 19:00:00,0.512434
2025-01-02 20:00:00,0.476218
2025-01-02 21:00:00,0.375926
2025-01-02 22:00:00,0.312932
2025-01-02 23:00:00,0.36636
