Forecast_HourDK,Forecast_MWh
2025-10-17 01:00:00,5.198694
2025-10-17 02:00:00,5.8935189999999995
2025-10-17 03:00:00,7.5882119999999995
2025-10-17 04:00:00,10.023587
2025-10-17 05:00:00,10.610824
2025-10-17 06:00:00,9.109105999999999
2025-10-17 07:00:00,7.585581
2025-10-17 08:00:00,7.38743
2025-10-17 09:00:00,80.582128
2025-10-17 10:00:00,384.814476
2025-10-17 11:00:00,716.826128
2025-10-17 12:00:00,1070.309478
2025-10-17 13:00:00,1041.4518110000001
2025-10-17 14:00:00,1046.290821
2025-10-17 15:00:00,861.9970659999999
2025-10-17 16:00:00,758.285357
2025-10-17 17:00:00,418.507054
2025-10-17 18:00:00,115.880628
2025-10-17 19:00:00,10.831573
2025-10-17 20:00:00,7.846343
2025-10-17 21:00:00,7.0193769999999995
2025-10-17 22:00:00,10.584281
2025-10-17 23:00:00,8.446781
