Forecast_HourDK,Forecast_MWh
2025-08-27 01:00:00,0.541971
2025-08-27 02:00:00,0.434326
2025-08-27 03:00:00,0.442265
2025-08-27 04:00:00,0.424192
2025-08-27 05:00:00,0.571728
2025-08-27 06:00:00,0.850757
2025-08-27 07:00:00,18.818357
2025-08-27 08:00:00,149.971658
2025-08-27 09:00:00,372.226412
2025-08-27 10:00:00,640.913303
2025-08-27 11:00:00,1062.712585
2025-08-27 12:00:00,1414.143322
2025-08-27 13:00:00,1692.14126
2025-08-27 14:00:00,1595.725617
2025-08-27 15:00:00,1455.70244
2025-08-27 16:00:00,1313.871733
2025-08-27 17:00:00,975.121794
2025-08-27 18:00:00,723.324074
2025-08-27 19:00:00,293.056002
2025-08-27 20:00:00,100.564916
2025-08-27 21:00:00,10.000723
2025-08-27 22:00:00,1.519752
2025-08-27 23:00:00,1.345096
