Forecast_HourDK,Forecast_MWh
2025-07-01 01:00:00,8.488227
2025-07-01 02:00:00,3.36942
2025-07-01 03:00:00,2.736549
2025-07-01 04:00:00,2.519001
2025-07-01 05:00:00,5.118079
2025-07-01 06:00:00,56.026543
2025-07-01 07:00:00,216.61477
2025-07-01 08:00:00,643.20434
2025-07-01 09:00:00,1228.723402
2025-07-01 10:00:00,1800.00309
2025-07-01 11:00:00,2357.470167
2025-07-01 12:00:00,2616.421177
2025-07-01 13:00:00,2671.069377
2025-07-01 14:00:00,2638.01488
2025-07-01 15:00:00,2629.576999
2025-07-01 16:00:00,2583.938764
2025-07-01 17:00:00,2321.61251
2025-07-01 18:00:00,1851.273287
2025-07-01 19:00:00,1251.112705
2025-07-01 20:00:00,632.239014
2025-07-01 21:00:00,212.370473
2025-07-01 22:00:00,51.032392
2025-07-01 23:00:00,2.864971
