Forecast_HourDK,Forecast_MWh
2025-02-06 01:00:00,4.097489
2025-02-06 02:00:00,5.789102
2025-02-06 03:00:00,6.051606
2025-02-06 04:00:00,4.112973
2025-02-06 05:00:00,4.038208
2025-02-06 06:00:00,4.186842
2025-02-06 07:00:00,4.315183
2025-02-06 08:00:00,4.31416
2025-02-06 09:00:00,27.694312
2025-02-06 10:00:00,266.196969
2025-02-06 11:00:00,630.509237
2025-02-06 12:00:00,802.549336
2025-02-06 13:00:00,834.037
2025-02-06 14:00:00,737.025
2025-02-06 15:00:00,608.621
2025-02-06 16:00:00,325.153
2025-02-06 17:00:00,72.0388
2025-02-06 18:00:00,2.553437
2025-02-06 19:00:00,1.82572
2025-02-06 20:00:00,1.509319
2025-02-06 21:00:00,1.403312
2025-02-06 22:00:00,1.145713
2025-02-06 23:00:00,0.958577
