Forecast_HourDK,Forecast_MWh
2025-11-11 01:00:00,0.594794
2025-11-11 02:00:00,0.672335
2025-11-11 03:00:00,0.575534
2025-11-11 04:00:00,1.571468
2025-11-11 05:00:00,1.917541
2025-11-11 06:00:00,1.390185
2025-11-11 07:00:00,1.49659
2025-11-11 08:00:00,2.333868
2025-11-11 09:00:00,69.61388500000001
2025-11-11 10:00:00,280.604599
2025-11-11 11:00:00,453.596415
2025-11-11 12:00:00,521.360048
2025-11-11 13:00:00,497.38239899999996
2025-11-11 14:00:00,440.89299400000004
2025-11-11 15:00:00,258.153663
2025-11-11 16:00:00,75.009525
2025-11-11 17:00:00,5.032522
2025-11-11 18:00:00,3.6729260000000004
2025-11-11 19:00:00,2.5114150000000004
2025-11-11 20:00:00,1.9088850000000002
2025-11-11 21:00:00,2.189756
2025-11-11 22:00:00,1.750548
2025-11-11 23:00:00,2.626
