Forecast_HourDK,Forecast_MWh
2026-01-24 01:00:00,12.498405
2026-01-24 02:00:00,12.661144
2026-01-24 03:00:00,12.71995
2026-01-24 04:00:00,12.756995
2026-01-24 05:00:00,12.613543
2026-01-24 06:00:00,12.862528
2026-01-24 07:00:00,13.577216
2026-01-24 08:00:00,13.221389
2026-01-24 09:00:00,12.537276
2026-01-24 10:00:00,34.905023
2026-01-24 11:00:00,94.58099299999999
2026-01-24 12:00:00,150.056577
2026-01-24 13:00:00,161.669016
2026-01-24 14:00:00,132.016705
2026-01-24 15:00:00,95.143223
2026-01-24 16:00:00,53.835788
2026-01-24 17:00:00,17.587780000000002
2026-01-24 18:00:00,14.392523
2026-01-24 19:00:00,13.616802
2026-01-24 20:00:00,13.057779
2026-01-24 21:00:00,12.692433000000001
2026-01-24 22:00:00,12.358884
2026-01-24 23:00:00,13.895341
